year,age,prev,age_str,freq
1990,16,0.0936608251525886,0.01907707492239333,1.6722945563424358
1990,17,0.10823283915131755,0.02583894921620318,1.591159826331519
1990,18,0.1035458365881034,0.022839146997062076,1.5067670573476437
1990,19,0.09650079044663566,0.013854450955487294,1.4334960095169536
1990,20,0.08067436483541367,0.020631453445942124,1.3949520279517378
1990,21,0.07593678131850451,0.0193696816350103,1.3937060288450827
1990,22,0.06871411354288441,0.024900870665173252,1.3675266102535433
1990,23,0.06148889134068898,0.02053352192937492,1.3141537109379229
1990,24,0.06234233076772099,0.02365351771702434,1.3405726569749261
1990,25,0.049423931260239515,0.023085750693862123,1.313526310255308
1990,26,0.04638627446289376,0.01768307035658836,1.2961609621894095
1990,27,0.043305126127209,0.021640163755515748,1.3040874674336684
1990,28,0.040764736906429636,0.0219947396017606,1.2217673462953156
1990,29,0.03540869119789946,0.016128162141157643,1.2399060185371684
1990,30,0.0321560336222141,0.024889614195933715,1.2144641909297096
1990,31,0.03117758282628118,0.021876280173765972,1.2291739442334355
1990,32,0.030112217529642354,0.018330899314440104,1.2334487018971982
1990,33,0.023821533150405846,0.01974245009964744,1.23089164256218
1990,34,0.020851088419315024,0.012549640456175976,1.1866866178169126
1990,35,0.02320742036501145,0.01995699708863074,1.1790273848701496
1990,36,0.013521823130213696,0.018118827875127787,1.1855022022054278
1990,37,0.019984941705011864,0.013329309291910785,1.2308065200260168
1990,38,0.0229987479564132,0.011404695174342814,1.1907733118658752
1990,39,0.015392937440506575,0.017036329824554722,1.2612600768219442
1990,40,0.018898807609899898,0.01598703223597389,1.1565086807986786
1990,41,0.01887794676918354,0.01843421893593532,1.227323562841198
1990,42,0.012114085850044113,0.022942040404942243,1.252178162504193
1990,43,0.017447007837567412,0.02071362577599751,1.216031334870124
1990,44,0.016737081186083465,0.018542637483956053,1.196867592051769
1990,45,0.0075475529733196175,0.013873723866486658,1.211632162283976
1990,46,0.01322647179526182,0.00807922745976114,1.2710006406025038
1990,47,0.014116289736340158,0.015406341647142217,1.208714256259739
1990,48,0.015367032548120958,0.008511477847572202,1.1851751399680046
1990,49,0.011620441670260998,0.018499069540261065,1.2041717517714323
1990,50,0.007862187845032734,0.015565962418429646,1.2650655864495581
1990,51,0.0016227278520579173,0.01432620264455998,1.238747087799401
1990,52,0.013102492552584178,0.012854199304574513,1.1789503179117569
1990,53,0.008809339548311151,0.019179062282221722,1.3181446769851386
1990,54,0.008643445880229457,0.007940599844374561,1.1520630807120231
1990,55,0.00914697735855362,0.012881057680992354,1.2373635274528203
1990,56,0.01162425191602522,0.014264982209905375,1.2656706121844041
1990,57,0.005269940750167709,0.008430529336001387,1.3979058570461695
1990,58,0,0.016025860992321908,1.328668030684235
1990,59,0.0041568342364571445,0.009428864702772852,1.176601856487477
1990,60,0,0.01183041547374886,1.2731854461230738
1990,61,0.0019132299209075226,0.010433083807644114,1.4529010508025941
1990,62,5.398492237724821e-4,0.014134457801892873,1.2736577235186306
1990,63,0.006019544601278757,0.01270791833757413,1.2971673502468666
1990,64,0.007637863172655376,0.014944836622669416,1.4795088198099826
1990,65,0,0.012054403623408443,1.358316192870159
1990,66,0.007824899182215102,0.012667192218023036,1.6895865917763981
1990,67,3.867463648566398e-4,0.011619298009201941,1.0485009760094686
1990,68,3.8299684634479723e-4,0.013593983420224102,1.2112008244409493
1990,69,0.0018272319364618672,0.010629358879990176,1.5188495176554455
1990,70,0.00913083440742302,0.014980638010282358,1.003338785936753
1990,71,1.5420514891058366e-4,0.008213177861733534,0.9974838754765812
1990,72,0.0021085632450711608,0.006684907895548486,1.0002715409141965
1990,73,0,0.006772416400988939,0.9991013533160888
1990,74,0.0021358384661519865,0.012753203916694496,1.0027011211452732
1990,75,0.0023929321489921675,0.0025496454905503466,1.0024339577455998
1990,76,0,0.00608266895854018,0.9995242264304155
1990,77,7.809164511438818e-4,0.005941584820038759,1.0039060618694018
1990,78,0.002564909256826943,0.006999027242984311,0.9998900862456348
1990,79,0,0.004430935960556076,0.9986325529886007
1990,80,0.002058507388353427,0.004881191053040301,1.00386172654432
1990,81,0,0.004784674298888092,0.9976048013385553
1990,82,0,7.879619191312462e-5,0.9977774524643279
1990,83,0,0.004787379926845355,0.9963577070308942
1990,84,0.0012382125920425723,4.1699135841858585e-4,0.997305855407609
1990,85,0,0.003672569388686979,1.003684513324455
1990,86,0,0.00434404627642854,1.0002801604461267
1990,87,0,0.001827819429753452,0.9994049640358431
1990,88,0,3.714104383708643e-4,1.0004223028995174
1990,89,0.002946022016940244,0.00895518886153468,0.9992724477866567
1990,90,0.00293407703804919,0.0035001083948815875,0.9986543872494099
2015,16,0.03137208355301634,0.017590077523150886,1.3303227048312791
2015,17,0.038654608043863656,0.017999575607656554,1.3523615491557321
2015,18,0.04928224508295878,0.019661563244261295,1.3018445629767101
2015,19,0.04962007748468733,0.016535119073877672,1.262231017009481
2015,20,0.04882571126124422,0.015901479208878935,1.263555788727224
2015,21,0.04126054311352093,0.01691275215075107,1.2443463612666945
2015,22,0.04726943996365097,0.017466295452234396,1.241637508022513
2015,23,0.038091527053102064,0.018999909862395508,1.270190623858846
2015,24,0.0426115775019605,0.020409216165382982,1.2397105106717483
2015,25,0.04461589258783568,0.017112325917548445,1.270512606458042
2015,26,0.04275738478861862,0.018634863533009034,1.2698372638925466
2015,27,0.048746216750473165,0.013234279036524162,1.2757793229509484
2015,28,0.036422778148232374,0.015350445511272952,1.3131883258734522
2015,29,0.03806754139700465,0.014478356305544194,1.3198585263648137
2015,30,0.03938725351438661,0.021124615119155275,1.3429271648993608
2015,31,0.033648487671529455,0.007166386722845008,1.3165985673734917
2015,32,0.0312697271314476,0.01593591739505031,1.305280360136231
2015,33,0.03444017283858719,0.01993941551345661,1.3045422115166871
2015,34,0.030783294083294253,0.014068893292506119,1.312413049443514
2015,35,0.031395703090404924,0.018525176770014726,1.2988500873331779
2015,36,0.031225396737106656,0.017882797795221343,1.2725392838009777
2015,37,0.025234817191131888,0.020390746775325683,1.3194180100323867
2015,38,0.02192645790175868,0.019312121805206812,1.2514715359697353
2015,39,0.019678133849802926,0.024224621968474056,1.2684822257581647
2015,40,0.025247057306763545,0.017349858733877416,1.29083571017229
2015,41,0.02067024200423238,0.017400817065779787,1.2791192035961931
2015,42,0.023918803340453664,0.021829984772595522,1.2504360303510478
2015,43,0.007895047682505986,0.016001216162702607,1.2368602063437117
2015,44,0.011730710591578247,0.018108990661565415,1.2062612627025555
2015,45,0.0035765138708997272,0.01903135271038132,1.1914595496720042
2015,46,0.014683252906384187,0.015634231582616724,1.2262439616080454
2015,47,0.011280759852621803,0.021868454204093085,1.146336123258237
2015,48,0.009049005333784683,0.019335312471095226,1.179957083167736
2015,49,0.01477644244121396,0.01624621577686656,1.1668339905208227
2015,50,0.006370069687239551,0.01805261518807406,1.1391831266223622
2015,51,0.007244846077525801,0.019358185660749858,1.1213979461829386
2015,52,0.00433778309755653,0.0179445108152304,1.1337448314690068
2015,53,0.009371669831720731,0.01458338709654069,1.205339671743152
2015,54,0.008328751155008036,0.012826749863548663,1.1981662218659266
2015,55,0,0.015512948543934271,1.1251907195284025
2015,56,0.007503661649575453,0.016368056584535724,1.101322994618248
2015,57,0.0011352161987288525,0.014828059102941712,1.1257518732125467
2015,58,0,0.010809387567134293,1.088076559223612
2015,59,0,0.012460794623619207,1.285693693841453
2015,60,0.0041602898567850224,0.014906829644152197,1.1629270823201097
2015,61,0,0.020327449037066125,1.2102730034372369
2015,62,0.003297584447168062,0.016476543358660424,1.0523800869522295
2015,63,0.0055590133837925375,0.023453291481629977,1.101498124184924
2015,64,0.002926859918102722,0.012216543333714898,1.0693014368373064
2015,65,0.005447096685960136,0.008710268380804777,1.048575286917063
2015,66,0.0024470858610282594,0.010208977882142325,1.0494887059877027
2015,67,0,0.012864197650978928,1.1275111211109796
2015,68,0.004148538060329914,0.011610355087406342,1.0396214224750862
2015,69,0.012590697761687277,0.009644741405824355,1.0465583778249326
2015,70,8.582709959158247e-4,0.010200160927829096,1.313399362421896
2015,71,0,0.010658791415520587,1.2842133950454762
2015,72,0.0029624206633939503,0.0015729841414491418,1.218102310077396
2015,73,0,0.00441717915724382,0.9967208355801259
2015,74,0,0.008248920886899195,0.9983714006389037
2015,75,0,0.006793053752220854,1.2034020609247473
2015,76,0.002766680255432203,0.007589187810789783,0.9968013533178111
2015,77,0,0.01524387871616099,1.330228568332986
2015,78,0.0036587840927430624,0.009790265625228545,1.3726258512381064
2015,79,0.006957146758441526,0.010509935805355619,0.9971323093677433
2015,80,0,0.005387129634836912,0.9990311053551316
2015,81,0.00520041112047501,0.0022601505221838502,1.0046159204182892
2015,82,0.0029599176176385218,0.009094806647908401,0.9967993749639797
2015,83,6.151273967561863e-4,0.007888526232504797,0.9981077844131119
2015,84,8.687907074423252e-4,1.3387433682871376e-4,0.9992308979840205
2015,85,0,0.0017254322267623323,0.9967883396431755
2015,86,0,0.0020668793735135254,0.9976995513165748
