age,sex,prev,year,age_str,freq
16,Female,0.00368831200164059,2011,0.01972542828214808,1.1753544654318107
17,Female,0.004097214942167244,2011,0.020428335687065813,1.323348176895742
18,Female,0.0037527872922461553,2011,0.020702217346869577,1.3178430138387947
19,Female,0.004070826380481846,2011,0.02181749392332503,1.3752814662790576
20,Female,0.0042080682695621735,2011,0.022265139338186742,1.2369552909560442
21,Female,0.004384068155772266,2011,0.022009044519451904,1.3536873878686162
22,Female,0.0045201724718290665,2011,0.022267578336460408,1.3186079773502768
23,Female,0.004537877625532778,2011,0.022875483784230745,1.332071422329627
24,Female,0.004242880645694539,2011,0.022671321782396142,1.2949367494008308
25,Female,0.005290327639609498,2011,0.02275912572024809,1.2173431129963717
26,Female,0.004182020161739306,2011,0.02297280576412626,1.2720018970161253
27,Female,0.003980973366394169,2011,0.02262373157217829,1.3277797728014784
28,Female,0.004180418041804181,2011,0.022981609953016565,1.2708910022860704
29,Female,0.0042600046932255095,2011,0.02306893798876633,1.327964547292353
30,Female,0.004463486379332395,2011,0.023256740855838544,1.3586636351052728
31,Female,0.004342567881326958,2011,0.023315276814406507,1.290329257427136
32,Female,0.004180115773468136,2011,0.022300177630459637,1.3516783536466814
33,Female,0.003876634337538981,2011,0.020792757721809045,1.2636976708975745
34,Female,0.003679216495444572,2011,0.020469441731141486,1.1895162128344177
35,Female,0.0036379461390554425,2011,0.020914231733390125,1.3294121099334624
36,Female,0.003417646419827363,2011,0.021357237102755593,1.2775855338709972
37,Female,0.0032894557247448966,2011,0.021791676234281847,1.2954334389102222
38,Female,0.0030523369863730285,2011,0.022743956340741146,1.3074025503579187
39,Female,0.0026052832838103835,2011,0.02372401723241512,1.3357752875139564
40,Female,0.0024354755561122967,2011,0.02469420315546889,1.3259325558241555
41,Female,0.0023021134439963303,2011,0.024057505630516746,1.2816223423845132
42,Female,0.002494438077260163,2011,0.024706695585651077,1.3164825479436895
43,Female,0.0020399590559697168,2011,0.024641259046601523,1.262670633191659
44,Female,0.0020256438397999645,2011,0.024932868059711438,1.338955881527562
45,Female,0.0018123763480142143,2011,0.025076828445620453,1.3346108123527192
46,Female,0.001731091247847928,2011,0.025223406293091447,1.3877481358086237
47,Female,0.0015140658142507874,2011,0.024988489117903558,1.2701579247099684
48,Female,0.0013796560349610193,2011,0.024447804842065938,1.3090921810536937
49,Female,0.0012749861170945258,2011,0.0238886793597689,1.300858419297554
50,Female,0.0010724883534467867,2011,0.02307429188741584,1.3322995316523458
51,Female,0.0010675450219678234,2011,0.022178108741250837,1.3288031023535984
52,Female,8.830215791826292e-4,2011,0.021692629109265935,1.3303255569119257
53,Female,8.214323762104213e-4,2011,0.021218928054309947,1.2592379711348352
54,Female,6.792176805587001e-4,2011,0.02049436710374309,1.2828093061782981
55,Female,6.763255981724179e-4,2011,0.01979038891909545,1.1719774823807108
56,Female,4.814576674463175e-4,2011,0.019151430859157964,1.380097469415008
57,Female,5.85207794967829e-4,2011,0.019313951427051942,1.2612878295958028
58,Female,4.7683753864565675e-4,2011,0.019087481514177718,1.2493797810740421
59,Female,3.8238115115845554e-4,2011,0.018668628176497813,1.2397919371892347
60,Female,3.5051709165548274e-4,2011,0.01883828727592447,1.3586044454314423
16,Female,0.004241440909910353,1989,0.019951252723649924,1.2992200556704385
17,Female,0.005347384439253499,1989,0.018393134338958173,1.3247137131174753
18,Female,0.006717627982395182,1989,0.01806805222318957,1.2101587413291546
19,Female,0.00679642694351278,1989,0.019224902480269947,1.2669106662401084
20,Female,0.0061873497956728,1989,0.019891350245668824,1.2968286907951503
21,Female,0.00556155660600182,1989,0.020765560208170268,1.3270740230572526
22,Female,0.005119014150501359,1989,0.022330806726158895,1.3497989001335629
23,Female,0.00461505614163788,1989,0.023890756190963605,1.2032373710236643
24,Female,0.004393913712400746,1989,0.025078277039936054,1.293540283810814
25,Female,0.005481243745945534,1989,0.024899615937485877,1.3177041023619829
26,Female,0.003921965025775801,1989,0.025878393653580963,1.3711362315879172
27,Female,0.0037128651025660243,1989,0.026173328343204055,1.3400145181376384
28,Female,0.003504385954245998,1989,0.026890653977455874,1.2677984503156503
29,Female,0.0030024484823486246,1989,0.027269556769401813,1.3143091039944848
30,Female,0.0029438464838574346,1989,0.027590257372042976,1.288140741439651
31,Female,0.0027539349585361263,1989,0.02745070290914815,1.2304405751846479
32,Female,0.002494001079926681,1989,0.02700784310468527,1.2845934599925184
33,Female,0.0023846056600920628,1989,0.026382006080363098,1.3322388393241513
34,Female,0.0018323641314721263,1989,0.025696266578059828,1.2986857408972659
35,Female,0.0019147153855359209,1989,0.02459107893845223,1.3646464311739155
36,Female,0.0018175572787489148,1989,0.02417856274728982,1.4065451942804479
37,Female,0.0016675609856771371,1989,0.02376513101607093,1.2723359124510556
38,Female,0.001574280511258233,1989,0.023054737327961032,1.3299592275291838
39,Female,0.0013763069780817977,1989,0.022284702744743312,1.2830009470146737
40,Female,0.0011833143641717702,1989,0.021719095176993837,1.3529028822990434
41,Female,0.001146754921242298,1989,0.022012329577940613,1.3196498033718624
42,Female,0.001083336076587671,1989,0.02185217546377499,1.3301348322510054
43,Female,9.682680408003945e-4,1989,0.021612434760413957,1.3178538488418883
44,Female,8.523670382189417e-4,1989,0.021865908564622186,1.3033224602071163
45,Female,7.556696941709203e-4,1989,0.022586961754818242,1.2949934559436487
46,Female,6.92835464199761e-4,1989,0.023313965955381415,1.260797022105432
47,Female,5.825237646186036e-4,1989,0.02503459270009831,1.3542738203754556
48,Female,5.290566700149209e-4,1989,0.026822969408994698,1.2352300456662473
49,Female,5.170077184051689e-4,1989,0.021376617800152122,1.2626168429911448
50,Female,4.84840950412581e-4,1989,0.021041399348043926,1.3216923378921352
51,Female,3.980280374710489e-4,1989,0.020866008031509748,1.4368260184799582
52,Female,3.7853602017103244e-4,1989,0.019867350017045395,1.2656253846339143
53,Female,3.1824790064879173e-4,1989,0.018082831655529884,1.3225673908952695
54,Female,3.099597827181923e-4,1989,0.016878504106949205,1.3577092048995079
55,Female,2.6194139153597266e-4,1989,0.017725705637784497,1.2192897785489738
56,Female,1.899349107671179e-4,1989,0.01790390897020643,1.3211242004732566
57,Female,1.9169376184261942e-4,1989,0.01773963492578665,1.3137826511569985
58,Female,2.0747514070586814e-4,1989,0.017335881760879118,1.2361845889826255
59,Female,1.151034972279241e-4,1989,0.017044413044326984,1.2431448505120637
60,Female,1.4567043834990827e-4,1989,0.0166103816618373,1.292444376112129
